Listo. Formato de comando: <etiqueta> <numero_de_ventanas>
Ejemplo: reposo 20
Listo. Formato de comando: <etiqueta> <numero_de_ventanas>
Ejemplo: reposo 20
INICIO_VENTANA reposo
ax,ay,az,gx,gy,gz
-0.0216,-0.0326,1.0205,5.7373,2.7466,-1.2207
-0.0220,-0.0334,1.0215,5.7373,2.9297,-0.0610
-0.0228,-0.0337,1.0206,5.8594,2.7466,-0.2441
-0.0215,-0.0327,1.0216,5.9204,2.8076,-0.4883
-0.0231,-0.0366,1.0220,5.8594,2.8076,-0.1831
-0.0229,-0.0330,1.0219,5.7983,2.7466,0.8545
-0.0228,-0.0333,1.0221,5.9204,2.7466,-0.2441
-0.0238,-0.0339,1.0248,5.7373,2.8687,-0.7935
-0.0222,-0.0347,1.0248,5.7983,2.8687,-1.4648
-0.0258,-0.0414,1.0229,5.8594,2.8076,-0.4883
-0.0209,-0.0321,1.0216,5.9814,2.8687,0.0000
-0.0234,-0.0333,1.0231,5.7983,2.7466,-0.7324
-0.0227,-0.0332,1.0231,5.9814,2.8076,-0.1221
-0.0227,-0.0333,1.0271,5.7373,2.6855,-0.6104
-0.0215,-0.0317,1.0238,5.7373,2.7466,-0.4272
-0.0220,-0.0334,1.0238,5.7373,2.7466,-0.5493
-0.0225,-0.0339,1.0192,5.7373,2.8076,-0.2441
-0.0193,-0.0321,1.0211,5.7983,2.6855,-0.0610
-0.0236,-0.0328,1.0248,5.7983,2.7466,-0.9766
-0.0220,-0.0323,1.0245,5.8594,2.8076,-1.3428
-0.0222,-0.0337,1.0239,6.0425,2.6855,-0.3662
-0.0225,-0.0333,1.0251,5.6763,2.7466,-0.3052
-0.0229,-0.0334,1.0231,5.7983,2.8076,0.0000
-0.0237,-0.0308,1.0223,5.7983,2.7466,0.1831
-0.0199,-0.0443,1.0226,5.9814,2.8687,-1.7090
-0.0226,-0.0337,1.0228,5.6763,2.6245,-0.6714
-0.0222,-0.0334,1.0245,5.7983,2.7466,-1.0376
-0.0238,-0.0337,1.0222,5.8594,2.8076,-1.0376
-0.0229,-0.0348,1.0225,5.6763,2.8687,-0.7935
-0.0231,-0.0326,1.0242,5.9204,2.7466,-1.5259
-0.0215,-0.0326,1.0232,5.6763,2.7466,-0.8545
-0.0227,-0.0347,1.0239,5.7983,2.6855,-0.2441
-0.0245,-0.0339,1.0239,5.9204,2.7466,0.5493
-0.0184,-0.0338,1.0234,5.6152,2.8076,-0.7935
-0.0220,-0.0336,1.0234,5.9204,2.8076,-1.8921
-0.0234,-0.0331,1.0222,5.7373,2.8687,-1.2207
-0.0221,-0.0332,1.0220,5.8594,2.8076,0.4272
-0.0225,-0.0336,1.0236,5.7983,2.6855,-0.4883
-0.0219,-0.0337,1.0228,5.7983,2.8076,-1.2207
-0.0219,-0.0338,1.0212,5.7983,2.9297,-0.4272
-0.0219,-0.0348,1.0212,5.7373,2.7466,0.0610
-0.0221,-0.0338,1.0227,5.8594,2.6855,0.1831
-0.0221,-0.0325,1.0234,5.9814,2.7466,0.3662
-0.0226,-0.0338,1.0236,5.9204,2.6245,0.3662
-0.0231,-0.0333,1.0226,5.9814,2.8076,0.9766
-0.0211,-0.0327,1.0236,5.9204,2.6855,0.3662
-0.0226,-0.0337,1.0254,5.9204,2.9297,-0.6104
-0.0227,-0.0316,1.0225,5.9204,2.8076,0.0610
-0.0221,-0.0341,1.0214,5.8594,2.8076,0.0000
-0.0223,-0.0334,1.0244,5.7373,2.7466,0.0610
-0.0247,-0.0320,1.0198,6.1035,2.8687,-0.4272
-0.0220,-0.0298,1.0226,5.7373,2.8687,-1.8311
-0.0227,-0.0337,1.0201,5.8594,2.9907,-2.9907
-0.0194,-0.0306,1.0265,5.5542,2.7466,-0.9766
-0.0175,-0.0377,1.0231,5.9814,2.6855,0.3662
-0.0236,-0.0328,1.0251,5.9204,2.8687,1.7090
-0.0232,-0.0323,1.0247,5.9204,2.8076,0.4272
-0.0154,-0.0382,1.0208,5.9204,2.8076,-0.2441
-0.0239,-0.0326,1.0229,5.7983,2.7466,-0.3662
-0.0259,-0.0345,1.0214,5.8594,2.7466,-1.2817
-0.0255,-0.0370,1.0242,5.6763,2.6245,-0.7324
-0.0225,-0.0378,1.0212,5.7983,2.9907,-0.1221
-0.0222,-0.0306,1.0212,5.5542,2.8076,-0.2441
-0.0310,-0.0365,1.0239,5.7983,2.6855,-0.0610
-0.0267,-0.0320,1.0206,5.9204,2.8076,-0.1221
-0.0129,-0.0323,1.0232,5.9204,2.8076,-1.5869
-0.0199,-0.0319,1.0231,5.7983,3.0518,-0.7324
-0.0250,-0.0342,1.0237,5.8594,2.5635,0.7935
-0.0225,-0.0331,1.0243,5.8594,2.7466,1.3428
-0.0243,-0.0333,1.0242,5.6763,2.8076,0.7935
-0.0227,-0.0338,1.0220,5.8594,2.9297,0.6104
-0.0226,-0.0341,1.0222,5.7983,2.7466,-0.2441
-0.0249,-0.0326,1.0229,5.8594,2.8076,-1.3428
-0.0228,-0.0336,1.0243,5.6152,2.6855,-1.5869
-0.0212,-0.0336,1.0227,5.9204,2.8076,-2.0752
-0.0222,-0.0323,1.0206,5.7373,2.6245,-1.7090
-0.0227,-0.0321,1.0211,5.6152,2.8076,-0.7324
-0.0238,-0.0370,1.0214,5.8594,2.6855,0.1831
-0.0228,-0.0310,1.0266,5.7373,2.7466,1.2207
-0.0265,-0.0273,1.0227,5.8594,2.7466,0.5493
-0.0189,-0.0397,1.0210,5.9814,2.7466,-0.1831
-0.0212,-0.0352,1.0204,5.7983,2.6855,-0.3662
-0.0228,-0.0332,1.0234,5.6152,2.6855,-0.7324
-0.0215,-0.0317,1.0231,5.6152,2.7466,-0.9766
-0.0215,-0.0345,1.0217,6.1035,2.8076,-1.4648
-0.0243,-0.0323,1.0294,5.7983,2.6245,-1.5259
FIN_VENTANA
INICIO_VENTANA reposo
-0.0234,-0.0221,1.0228,5.7373,2.6855,0.6714
-0.0245,-0.0280,1.0253,5.8594,2.9297,0.6104
-0.0223,-0.0334,1.0239,5.7983,2.8076,0.1221
-0.0210,-0.0327,1.0204,5.5542,2.8076,-0.1221
-0.0216,-0.0349,1.0208,5.6152,2.6855,-0.5493
-0.0206,-0.0347,1.0249,5.6152,2.8687,1.3428
-0.0217,-0.0330,1.0233,5.7373,2.8076,0.6104
-0.0258,-0.0292,1.0260,5.8594,2.6855,1.0376
-0.0167,-0.0356,1.0232,5.7983,2.6855,0.3662
-0.0189,-0.0338,1.0214,5.7983,2.6855,-0.3662
-0.0223,-0.0327,1.0225,5.7373,2.6855,-1.1597
-0.0220,-0.0331,1.0237,5.9814,2.5024,-0.3052
-0.0233,-0.0326,1.0244,5.7373,2.7466,0.0000
-0.0227,-0.0333,1.0243,5.8594,2.6855,0.1221
-0.0220,-0.0336,1.0231,5.7373,2.6855,-0.4883
-0.0216,-0.0348,1.0222,5.7983,2.7466,-2.6245
-0.0061,-0.0518,1.0247,5.6152,2.7466,-1.8921
-0.0283,-0.0242,1.0238,5.6763,2.6855,1.4648
-0.0281,-0.0310,1.0226,5.8594,2.5635,-0.1831
-0.0093,-0.0441,1.0244,5.5542,2.6855,-1.8921
-0.0359,-0.0236,1.0232,5.7373,2.8076,2.3804
-0.0228,-0.0315,1.0249,5.8594,2.6855,2.6855
-0.0229,-0.0341,1.0223,6.0425,2.8076,0.9766
-0.0234,-0.0330,1.0234,5.6763,2.6245,-1.0376
-0.0208,-0.0344,1.0264,5.7983,2.5635,-1.9531
-0.0242,-0.0320,1.0227,5.8594,2.7466,-1.2817
-0.0238,-0.0323,1.0227,6.0425,2.7466,-0.2441
-0.0256,-0.0310,1.0245,5.8594,2.8076,0.2441
-0.0287,-0.0289,1.0215,5.9204,2.6245,-0.7324
-0.0168,-0.0369,1.0248,5.9814,2.8076,-2.1362
-0.0215,-0.0343,1.0214,5.6763,2.8687,-1.8921
-0.0228,-0.0327,1.0219,5.9204,2.6855,-0.5493
-0.0243,-0.0345,1.0229,5.6763,2.7466,-0.8545
-0.0200,-0.0311,1.0232,5.8594,2.7466,-0.9766
-0.0233,-0.0334,1.0221,5.7983,2.7466,-0.4883
-0.0231,-0.0331,1.0238,5.8594,2.9297,0.1831
-0.0222,-0.0310,1.0232,5.8594,2.7466,1.4038
-0.0216,-0.0328,1.0227,5.6152,2.6855,1.4038
-0.0229,-0.0333,1.0247,5.6763,2.7466,-0.1831
-0.0217,-0.0341,1.0154,5.6763,2.6245,-1.1597
-0.0256,-0.0341,1.0273,5.5542,3.0518,-1.3428
-0.0214,-0.0348,1.0275,5.9204,2.5635,-0.3052
-0.0261,-0.0323,1.0231,5.6763,2.7466,1.0986
-0.0210,-0.0354,1.0223,5.7983,2.6855,-0.5493
-0.0256,-0.0272,1.0267,5.6763,2.6245,-1.2817
-0.0275,-0.0330,1.0244,5.7373,2.9907,-3.1738
-0.0159,-0.0358,1.0244,5.6152,2.6245,-2.2583
-0.0217,-0.0336,1.0247,5.5542,2.7466,-0.3662
-0.0222,-0.0348,1.0229,5.7983,2.8076,-0.3052
-0.0214,-0.0316,1.0240,5.7983,2.6245,0.5493
-0.0211,-0.0333,1.0243,5.7983,2.6855,-0.1221
-0.0223,-0.0337,1.0232,5.9814,2.8076,0.2441
-0.0228,-0.0322,1.0247,5.7373,2.8076,-0.3662
-0.0214,-0.0334,1.0238,5.7373,2.6245,-1.4038
-0.0231,-0.0326,1.0234,5.6763,2.6245,-1.1597
-0.0219,-0.0336,1.0239,5.7983,2.8076,-0.5493
-0.0229,-0.0343,1.0220,5.9204,2.6855,-0.4272
-0.0225,-0.0315,1.0240,5.7373,2.6855,-0.4883
-0.0228,-0.0327,1.0227,5.6763,2.7466,-0.7935
-0.0220,-0.0317,1.0237,5.6763,2.7466,-1.4038
-0.0205,-0.0323,1.0225,5.9204,2.5635,-0.7935
-0.0234,-0.0345,1.0233,5.7373,2.9297,-1.0986
-0.0216,-0.0336,1.0256,5.7373,2.9297,-0.7935
-0.0199,-0.0326,1.0225,5.7373,2.8076,-1.1597
-0.0245,-0.0347,1.0247,5.8594,2.6245,-0.9155
-0.0227,-0.0348,1.0222,5.9204,2.6245,-0.1831
-0.0215,-0.0325,1.0237,5.7983,2.8687,-0.0610
-0.0226,-0.0320,1.0236,5.7373,2.6855,-0.6104
-0.0233,-0.0336,1.0232,5.6152,2.8076,-0.4272
-0.0222,-0.0339,1.0219,5.7373,2.7466,-0.4883
-0.0220,-0.0332,1.0247,5.4932,2.6245,-1.0986
-0.0215,-0.0341,1.0223,5.7373,2.7466,-0.7935
-0.0222,-0.0327,1.0242,5.7373,2.8687,-0.7324
-0.0236,-0.0330,1.0231,5.6763,2.8687,-0.7935
-0.0216,-0.0328,1.0255,5.7983,2.6855,-0.2441
-0.0215,-0.0354,1.0221,5.6763,2.6855,-0.7935
-0.0228,-0.0345,1.0244,5.9814,2.4414,-1.0986
-0.0225,-0.0342,1.0226,5.7983,2.8076,-0.5493
-0.0217,-0.0323,1.0227,5.7373,2.7466,-0.1831
-0.0221,-0.0336,1.0222,5.6152,2.5635,-0.9766
-0.0219,-0.0337,1.0236,5.9204,2.6245,-0.5493
-0.0231,-0.0343,1.0229,5.6763,2.6855,-0.3052
-0.0221,-0.0327,1.0238,5.7983,2.6245,-0.4272
-0.0228,-0.0323,1.0243,5.7983,2.6855,-0.7935
-0.0206,-0.0320,1.0233,5.6152,2.6245,-0.3052
-0.0233,-0.0330,1.0228,5.6763,2.6855,-0.6714
-0.0214,-0.0344,1.0233,5.5542,2.6245,-0.2441
-0.0211,-0.0321,1.0245,5.8594,2.8076,-0.1831
-0.0227,-0.0354,1.0223,5.5542,3.0518,-1.5259
-0.0198,-0.0331,1.0215,5.3711,4.3945,-0.1831
-0.0211,-0.0327,1.0209,5.8594,2.0142,-0.1221
-0.0221,-0.0342,1.0271,6.1035,2.5024,-0.7935
-0.0197,-0.0341,1.0197,5.7983,2.7466,-0.8545
-0.0232,-0.0348,1.0256,5.9204,1.9531,-0.3662
-0.0222,-0.0333,1.0231,5.6152,2.6855,-0.2441
-0.0219,-0.0334,1.0243,5.7373,2.7466,-0.4272
-0.0220,-0.0321,1.0223,5.7373,2.6245,-1.2817
-0.0225,-0.0333,1.0254,5.7983,2.7466,-0.8545
-0.0216,-0.0330,1.0228,5.9814,2.7466,0.0610
-0.0223,-0.0336,1.0243,5.8594,2.7466,-0.4272
FIN_VENTANA
INICIO_VENTANA reposo
-0.0223,-0.0337,1.0233,5.8594,2.8076,-0.3662
-0.0223,-0.0338,1.0223,5.7983,2.7466,-0.6714
-0.0221,-0.0338,1.0239,5.6763,2.8076,-0.9766
-0.0217,-0.0338,1.0222,5.8594,2.7466,-0.6104
-0.0233,-0.0331,1.0231,5.7983,2.6855,-0.8545
-0.0211,-0.0328,1.0232,6.1035,2.9907,-0.4272
-0.0220,-0.0331,1.0232,5.8594,2.8076,-1.0376
-0.0265,-0.0361,1.0232,5.7983,2.6245,-0.3052
-0.0214,-0.0333,1.0225,5.9204,2.7466,-0.3052
-0.0225,-0.0331,1.0240,5.9204,2.6855,-0.8545
-0.0225,-0.0348,1.0227,5.7983,2.9907,-1.2817
-0.0219,-0.0342,1.0223,5.6763,2.8076,-0.4272
-0.0238,-0.0332,1.0219,5.7373,2.8687,0.0000
-0.0199,-0.0334,1.0214,5.9204,2.7466,-0.6714
-0.0220,-0.0339,1.0266,5.7983,2.7466,-1.0986
-0.0215,-0.0332,1.0217,5.7983,2.8076,-0.3662
-0.0215,-0.0336,1.0204,5.7373,2.5635,-0.1221
-0.0199,-0.0350,1.0212,5.7373,2.8076,-0.3052
-0.0223,-0.0320,1.0217,5.9814,2.6855,-0.9155
-0.0214,-0.0344,1.0220,5.7983,2.6245,-1.0376
-0.0222,-0.0323,1.0234,5.9204,2.8076,-0.4883
-0.0221,-0.0325,1.0206,5.8594,2.7466,-0.7935
-0.0223,-0.0339,1.0222,5.9204,2.6855,0.1221
-0.0226,-0.0333,1.0227,6.0425,2.9907,-0.4272
-0.0216,-0.0339,1.0234,5.7983,2.8076,-0.9155
-0.0226,-0.0338,1.0228,5.7373,2.6245,-0.1831
-0.0226,-0.0326,1.0234,5.9204,2.7466,-0.7324
-0.0242,-0.0341,1.0215,5.7983,2.8076,-0.3662
-0.0205,-0.0332,1.0217,5.7983,2.8076,-0.4272
-0.0221,-0.0321,1.0231,5.6763,2.6245,-0.8545
-0.0222,-0.0319,1.0242,5.7983,2.6245,-1.0986
-0.0227,-0.0334,1.0211,5.6152,2.8076,-0.4272
-0.0214,-0.0334,1.0231,5.7983,2.7466,-0.5493
-0.0229,-0.0330,1.0228,5.7983,2.8076,-1.5259
-0.0228,-0.0331,1.0217,5.7983,2.6855,-0.5493
-0.0231,-0.0331,1.0225,5.8594,2.7466,-0.3052
-0.0217,-0.0338,1.0231,5.7373,2.6855,-0.3052
-0.0227,-0.0328,1.0228,5.8594,2.7466,-0.7324
-0.0226,-0.0330,1.0237,5.6152,2.6855,-0.7324
-0.0212,-0.0328,1.0215,5.6763,2.7466,-0.3662
-0.0220,-0.0333,1.0217,5.9814,2.6855,-0.6714
-0.0216,-0.0330,1.0222,5.7983,2.7466,-0.9766
-0.0214,-0.0328,1.0239,5.6763,2.6855,-0.7324
-0.0228,-0.0331,1.0231,5.8594,2.6245,-0.4272
-0.0231,-0.0320,1.0215,5.6763,2.7466,-0.9155
-0.0219,-0.0343,1.0211,5.9204,2.8687,-0.3052
-0.0212,-0.0337,1.0232,5.9204,2.6245,-0.7324
-0.0223,-0.0336,1.0234,5.7983,2.6855,-1.0986
-0.0229,-0.0326,1.0231,5.7373,2.6855,-0.7935
-0.0233,-0.0336,1.0217,5.6763,2.6245,-0.5493
-0.0225,-0.0328,1.0208,5.9814,2.6855,-0.3662
-0.0236,-0.0337,1.0206,5.7983,2.6855,-0.9155
-0.0231,-0.0341,1.0225,5.7373,2.7466,-0.5493
-0.0229,-0.0334,1.0214,5.6763,2.6855,-0.6104
-0.0221,-0.0333,1.0215,5.8594,2.7466,-0.3662
-0.0222,-0.0331,1.0227,5.7373,2.6855,-0.6104
-0.0216,-0.0325,1.0229,5.9204,2.5635,-0.5493
-0.0223,-0.0339,1.0222,5.7983,2.6245,-0.9155
-0.0225,-0.0334,1.0226,5.9814,2.6855,-0.1831
-0.0231,-0.0332,1.0221,5.9814,2.5635,-0.6104
-0.0248,-0.0286,1.0225,5.6763,2.7466,-0.6104
-0.0214,-0.0350,1.0233,5.8594,2.8076,-1.2817
-0.0227,-0.0330,1.0216,5.7983,2.8687,-0.8545
-0.0215,-0.0330,1.0225,6.1035,2.6245,-0.1831
-0.0242,-0.0331,1.0211,5.7373,2.9297,-0.4272
-0.0260,-0.0294,1.0240,5.6763,2.5635,-0.2441
-0.0197,-0.0354,1.0223,5.9204,2.8076,-0.5493
-0.0234,-0.0311,1.0220,5.9814,2.7466,-0.7935
-0.0205,-0.0353,1.0217,5.7373,2.5024,-1.5259
-0.0198,-0.0360,1.0223,5.7373,2.9907,-0.4272
-0.0217,-0.0325,1.0223,5.7983,2.9297,-0.6714
-0.0237,-0.0334,1.0219,5.9204,2.6245,-1.0376
-0.0226,-0.0326,1.0212,5.7983,2.7466,-0.3052
-0.0220,-0.0344,1.0216,5.7373,2.8076,-0.5493
-0.0215,-0.0328,1.0232,5.9204,2.7466,-0.6714
-0.0222,-0.0323,1.0228,5.7983,2.8076,-0.4883
-0.0236,-0.0336,1.0225,5.8594,2.7466,-0.4883
-0.0209,-0.0337,1.0215,5.9814,2.7466,-0.2441
-0.0221,-0.0332,1.0223,5.7983,2.9297,-1.4648
-0.0227,-0.0342,1.0243,5.8594,2.7466,-1.7090
-0.0206,-0.0330,1.0194,5.7373,2.8687,-0.3662
-0.0194,-0.0348,1.0199,5.6152,2.8687,-0.7935
-0.0245,-0.0314,1.0231,5.7983,2.8687,-1.1597
-0.0215,-0.0334,1.0214,5.7983,2.8076,-0.0610
-0.0232,-0.0328,1.0216,5.9814,2.7466,-0.3662
-0.0216,-0.0354,1.0234,5.7373,2.6855,-0.9766
-0.0216,-0.0343,1.0227,5.7373,2.7466,-0.1221
-0.0223,-0.0320,1.0210,6.1035,2.6855,0.2441
-0.0221,-0.0334,1.0221,5.9204,2.8687,-0.6104
-0.0220,-0.0341,1.0209,5.7373,2.6245,-0.4883
-0.0219,-0.0331,1.0219,5.7983,2.7466,-0.5493
-0.0239,-0.0353,1.0220,6.1035,2.7466,-0.3662
-0.0210,-0.0323,1.0234,5.9814,2.7466,0.1831
-0.0216,-0.0321,1.0226,5.7983,2.6855,-0.7935
-0.0225,-0.0312,1.0238,5.6152,2.6245,-0.9766
-0.0228,-0.0330,1.0228,5.6763,2.5635,-0.7935
-0.0225,-0.0334,1.0217,6.0425,2.7466,-0.3662
-0.0227,-0.0327,1.0243,5.9814,2.8687,-0.4272
-0.0220,-0.0330,1.0198,5.6763,2.7466,-0.8545
-0.0217,-0.0328,1.0245,5.9204,2.8687,-0.4272
FIN_VENTANA
INICIO_VENTANA reposo
-0.0222,-0.0339,1.0216,5.7983,2.8076,-0.8545
-0.0220,-0.0337,1.0256,5.6763,2.7466,-0.9155
-0.0204,-0.0315,1.0233,5.7373,2.8687,0.0610
-0.0221,-0.0332,1.0200,5.8594,2.6855,-0.4272
-0.0225,-0.0339,1.0225,5.9814,2.7466,-0.9155
-0.0225,-0.0330,1.0228,5.7373,2.7466,-0.7935
-0.0216,-0.0334,1.0225,5.8594,2.7466,-0.8545
-0.0221,-0.0334,1.0238,5.8594,2.7466,-0.7935
-0.0223,-0.0328,1.0225,5.7373,2.8076,-0.6714
-0.0225,-0.0334,1.0229,5.6763,2.8687,-0.5493
-0.0215,-0.0320,1.0236,5.7983,2.6245,-0.9766
-0.0232,-0.0330,1.0238,5.6152,2.6245,-0.7935
-0.0195,-0.0322,1.0215,5.6763,2.6855,-0.4272
-0.0204,-0.0323,1.0212,5.9814,2.6855,-0.3052
-0.0223,-0.0325,1.0238,5.8594,2.8687,-0.7935
-0.0223,-0.0205,1.0137,5.6152,3.4180,-0.5493
-0.0206,-0.0341,1.0232,5.7373,2.7466,-0.7935
-0.0226,-0.0322,1.0243,5.7983,2.5635,-1.0376
-0.0222,-0.0349,1.0223,5.8594,2.8076,-0.7324
-0.0231,-0.0264,1.0220,5.4321,4.3335,0.1221
-0.0172,-0.0367,1.0181,5.8594,2.6245,-0.9766
-0.0233,-0.0332,1.0249,5.8594,1.9531,-1.2817
-0.0192,-0.0320,1.0212,5.9814,2.4414,-0.9155
-0.0215,-0.0334,1.0238,5.7373,2.6245,-0.0610
-0.0236,-0.0349,1.0258,5.7983,2.9297,-0.4883
-0.0188,-0.0320,1.0211,5.4321,3.9062,-0.3662
-0.0236,-0.0347,1.0272,5.8594,2.3804,-0.9155
-0.0210,-0.0334,1.0238,5.6152,3.0518,-0.3662
-0.0199,-0.0339,1.0208,5.9204,2.5024,-0.4272
-0.0247,-0.0342,1.0264,6.1646,1.7090,-0.7324
-0.0272,-0.0181,1.0215,5.8594,2.5024,0.2441
-0.0201,-0.0377,1.0234,5.7983,2.8076,-1.7700
-0.0203,-0.0359,1.0226,5.4321,3.6621,-1.2207
-0.0168,-0.0327,1.0184,5.3711,4.4556,-0.4272
-0.0216,-0.0343,1.0271,5.7373,2.9907,-0.6104
-0.0176,-0.0311,1.0205,5.4932,3.9062,0.0000
-0.0201,-0.0314,1.0208,5.7373,3.4180,-0.6104
-0.0173,-0.0309,1.0208,5.6763,3.3569,-1.3428
-0.0192,-0.0343,1.0237,5.9204,2.4414,-1.8921
-0.0194,-0.0332,1.0211,5.7373,3.0518,-0.6714
-0.0205,-0.0344,1.0229,5.7373,2.6245,0.4883
-0.0173,-0.0323,1.0187,5.6152,2.1973,0.3052
-0.0204,-0.0330,1.0237,5.7983,2.9907,0.0610
-0.0184,-0.0332,1.0190,6.2256,1.8921,0.0000
-0.0210,-0.0320,1.0215,6.1646,1.2207,-0.3662
-0.0221,-0.0330,1.0229,5.7983,2.5024,-0.3662
-0.0221,-0.0319,1.0243,5.7983,2.5635,-1.8921
-0.0215,-0.0389,1.0238,5.8594,2.5024,-2.8687
-0.0219,-0.0328,1.0237,5.7983,2.8076,-1.9531
-0.0216,-0.0330,1.0227,5.8594,2.8076,-1.0376
-0.0217,-0.0341,1.0226,5.7373,2.7466,-0.1831
-0.0238,-0.0308,1.0228,5.9204,2.8076,0.4272
-0.0228,-0.0330,1.0237,5.7983,2.6855,-0.6104
-0.0219,-0.0330,1.0245,5.7373,2.8076,-0.7324
-0.0231,-0.0334,1.0227,5.8594,2.8687,-1.3428
-0.0200,-0.0387,1.0216,5.6763,2.9297,-1.9531
-0.0227,-0.0314,1.0232,5.7373,2.8076,-0.6714
-0.0164,-0.0359,1.0232,5.9204,2.8687,0.2441
-0.0262,-0.0316,1.0227,5.7983,2.6855,-0.6104
-0.0219,-0.0325,1.0227,5.9814,2.8687,-0.1831
-0.0232,-0.0334,1.0234,5.7373,2.6245,-0.9766
-0.0233,-0.0337,1.0231,5.7373,2.5635,-1.9531
-0.0225,-0.0339,1.0228,5.7373,2.8076,-0.2441
-0.0216,-0.0332,1.0236,5.8594,2.8076,-0.6714
-0.0273,-0.0319,1.0222,5.4932,2.5024,-0.7935
-0.0226,-0.0326,1.0244,5.8594,2.6245,-0.6714
-0.0238,-0.0349,1.0216,5.6763,2.6855,-0.9766
-0.0232,-0.0240,1.0233,5.5542,3.3569,-0.9155
-0.0171,-0.0428,1.0193,5.1880,4.3945,-1.2207
-0.0175,-0.0272,1.0181,6.1035,0.9766,-1.8311
-0.0229,-0.0371,1.0239,5.7983,2.3804,-2.5635
-0.0184,-0.0402,1.0223,5.8594,2.8687,-2.0142
-0.0289,-0.0229,1.0234,6.0425,2.7466,-0.7935
-0.0215,-0.0332,1.0234,6.0425,2.6245,-1.4648
-0.0176,-0.0396,1.0225,5.7983,2.5635,-2.1362
-0.0303,-0.0220,1.0225,5.7373,2.6855,-1.1597
-0.0228,-0.0320,1.0209,5.6763,2.6245,-0.9155
-0.0221,-0.0317,1.0225,5.8594,2.5024,0.1221
-0.0232,-0.0338,1.0228,5.6152,2.9297,0.0610
-0.0201,-0.0345,1.0222,5.6763,2.6855,-0.0610
-0.0231,-0.0334,1.0225,5.6763,2.6855,-0.3662
-0.0216,-0.0336,1.0217,5.7373,2.7466,-0.9155
-0.0216,-0.0333,1.0232,5.9204,2.7466,-0.9155
-0.0195,-0.0312,1.0206,5.7373,2.6855,-1.5869
-0.0216,-0.0332,1.0225,5.7373,2.8687,-0.7324
-0.0226,-0.0334,1.0234,5.8594,2.6855,-0.1221
-0.0211,-0.0339,1.0214,5.7983,2.7466,-0.7935
-0.0226,-0.0317,1.0236,5.7373,2.6855,-0.2441
-0.0226,-0.0352,1.0248,5.6152,2.7466,-0.1831
-0.0216,-0.0345,1.0217,5.7983,2.9297,-0.4883
-0.0233,-0.0338,1.0251,5.5542,3.5400,-1.1597
-0.0211,-0.0331,1.0217,5.4932,3.5400,-0.1831
-0.0229,-0.0267,1.0248,5.4321,3.4790,0.4883
-0.0215,-0.0392,1.0234,5.4321,3.3569,-1.0376
-0.0232,-0.0333,1.0254,5.7983,2.1973,-1.4038
-0.0200,-0.0308,1.0216,5.9204,2.0142,-0.9766
-0.0223,-0.0333,1.0239,6.3477,1.0986,0.0610
-0.0210,-0.0323,1.0248,5.8594,2.0142,-0.5493
-0.0214,-0.0377,1.0209,5.6763,2.6245,-1.8921
-0.0231,-0.0348,1.0193,5.7373,2.8076,-1.7700
FIN_VENTANA
INICIO_VENTANA reposo
-0.0179,-0.0321,1.0223,5.7983,2.7466,-0.3052
-0.0176,-0.0317,1.0205,5.6763,2.8076,-0.3052
-0.0203,-0.0322,1.0244,5.7983,2.5635,-0.3052
-0.0179,-0.0321,1.0222,5.8594,2.3804,-0.9155
-0.0164,-0.0321,1.0205,5.6763,2.9297,-0.9155
-0.0204,-0.0328,1.0249,6.0425,1.8311,-0.4272
-0.0170,-0.0312,1.0204,6.0425,2.1973,-0.4883
-0.0194,-0.0310,1.0227,5.9204,2.3193,-0.9155
-0.0198,-0.0328,1.0232,6.0425,2.1362,-0.9766
-0.0175,-0.0326,1.0209,5.2490,4.0894,-0.3052
-0.0187,-0.0336,1.0222,5.6152,3.1128,-0.1831
-0.0210,-0.0338,1.0249,6.0425,1.7700,-0.7935
-0.0183,-0.0336,1.0222,5.6763,2.9297,-0.4883
-0.0179,-0.0306,1.0215,5.5542,3.1738,-0.9155
-0.0195,-0.0337,1.0247,5.8594,2.5024,-0.9766
-0.0187,-0.0311,1.0243,6.0425,2.7466,0.2441
-0.0211,-0.0267,1.0194,5.6152,3.2959,-1.0376
-0.0187,-0.0388,1.0261,5.6763,3.0518,-2.1362
-0.0199,-0.0333,1.0222,5.7983,2.5635,-1.4648
-0.0198,-0.0315,1.0245,5.7373,2.8687,-1.1597
-0.0216,-0.0331,1.0284,5.9204,3.3569,-0.6714
-0.0165,-0.0354,1.0225,5.6763,3.4180,-0.9155
-0.0205,-0.0323,1.0264,6.0425,2.3193,-0.9766
-0.0166,-0.0321,1.0216,5.9204,2.5635,-0.2441
-0.0192,-0.0266,1.0227,5.6152,3.6011,0.1831
-0.0170,-0.0388,1.0214,5.7983,2.6855,-1.0986
-0.0157,-0.0322,1.0184,5.4932,3.1128,-1.5259
-0.0166,-0.0347,1.0233,5.4321,3.2349,-0.4883
-0.0208,-0.0328,1.0262,5.9814,2.0142,-0.6714
-0.0171,-0.0323,1.0205,5.5542,3.2349,-1.1597
-0.0162,-0.0323,1.0222,5.7373,2.9297,-0.3052
-0.0176,-0.0317,1.0217,5.7983,2.9297,-0.7935
-0.0178,-0.0330,1.0228,5.7373,2.9297,-0.2441
